,BOOKED
50704,0
17663,1
28416,0
49639,0
5919,0
38568,0
20377,0
46478,0
44580,0
23140,0
21805,1
5912,0
44126,0
17835,0
28341,0
34663,0
17724,0
32342,0
54850,0
15867,0
22883,0
31556,0
29568,1
31615,0
8558,0
35899,0
25588,0
38455,0
53314,0
40792,0
9076,0
27244,0
34745,0
23276,0
22938,0
33473,0
28632,0
21547,0
14843,0
29689,0
26312,1
5068,0
47440,0
14776,1
2172,0
36052,0
32568,0
29358,0
52189,0
13590,0
29125,1
95,0
30860,0
51175,0
16553,0
17943,0
49110,1
18122,0
52331,0
3277,0
15265,1
54966,0
42413,0
36053,0
22397,0
31596,0
51033,0
55255,0
1965,0
31598,0
40878,0
6919,0
38458,0
4759,1
28310,0
28739,0
31055,0
32517,1
39195,0
18438,1
11861,1
29333,0
13186,0
40749,0
11709,0
24160,0
408,0
21929,1
39232,0
10480,1
90,0
15125,0
31836,1
12863,0
43692,0
20514,0
53685,1
14816,0
37908,0
25029,0
34731,0
51233,0
33569,0
36682,0
3387,0
7550,1
35327,0
39691,1
39931,0
6132,0
46238,0
5422,0
46150,1
28618,0
41832,1
51507,0
2115,0
34861,0
4299,0
19397,0
491,0
49917,1
53264,0
7206,0
47364,1
55071,0
26437,0
5276,0
32840,0
20429,0
11670,1
34705,0
31237,0
53089,0
4039,0
48037,0
39660,0
37149,0
26889,0
37401,0
3368,0
27471,0
21125,0
8270,0
988,0
29076,0
14935,1
8002,0
33789,0
44083,0
51013,0
14036,0
15899,0
26272,0
3602,0
36001,0
36418,0
16963,0
21697,0
50903,0
54634,0
35908,0
46723,0
46102,0
916,0
3867,0
33887,0
43,0
25499,0
33521,0
39548,1
50120,0
7322,1
37776,1
23756,1
10995,0
35817,0
51647,0
47020,0
49682,0
36400,0
46606,0
4658,0
48251,0
34170,0
53077,1
35982,0
16715,0
27032,0
9411,0
45199,0
14846,0
12407,0
22689,0
42040,1
42803,0
17965,0
9300,0
16183,0
22448,0
55005,0
42077,0
18801,1
4724,1
41307,0
50743,0
48454,1
27943,0
35716,0
39193,1
10816,0
37979,0
24782,1
44600,0
3421,0
6841,0
19632,1
3955,0
19703,0
38114,0
39974,0
23727,0
22683,0
3000,0
18126,0
35097,0
17121,0
15485,0
42815,0
27101,0
38850,0
24493,0
35699,0
30574,1
16169,0
12284,0
2043,0
51853,0
4181,0
43797,0
35601,1
11268,0
40412,0
5179,0
31967,0
12556,0
29899,1
26291,0
9596,0
48705,0
37308,0
3379,0
25538,0
19732,0
15538,0
16789,0
24928,0
21492,0
41011,0
24120,0
50946,0
14378,0
18006,0
41784,0
35713,1
45762,0
39714,0
29530,0
33696,0
22173,0
20732,0
11917,0
17127,0
5063,0
22141,0
8066,0
44238,0
3918,1
4420,1
36312,0
6704,0
39780,1
51477,0
3165,0
1732,0
46790,0
16800,0
7764,0
39808,0
36919,0
28664,0
4135,1
54675,0
13475,0
45282,0
31510,0
8218,0
17664,0
21836,1
9975,0
17636,0
31775,0
44340,1
22339,0
4345,0
7925,0
19285,0
33671,0
3653,0
48005,0
37352,0
38121,0
22,0
37658,0
3536,1
16398,0
41790,0
53152,0
51262,0
18634,0
38705,0
55099,0
26690,0
47244,0
54717,1
52778,0
7199,0
28069,0
27349,0
9865,0
6722,0
44681,0
28227,0
36350,0
14833,0
30290,0
46925,1
52628,0
38579,1
5867,0
51396,0
9338,0
45529,0
39128,0
32706,0
39142,0
49521,1
25298,0
41840,0
10513,0
33880,0
26501,0
43063,0
24554,0
32502,0
54376,1
17075,1
39759,0
39783,0
34768,0
1914,0
24171,0
12007,0
40124,1
17509,1
6359,0
47841,0
5925,0
26441,0
23534,0
53428,1
4260,0
47194,0
47285,0
10383,0
46507,0
49565,0
33459,0
38077,0
52882,1
42268,0
43284,1
721,0
34592,0
53697,0
8369,0
34018,0
21991,0
23422,0
48449,0
27009,0
15833,0
18282,0
25152,0
9268,1
37045,0
51738,0
27233,0
51161,0
15909,0
11678,0
37374,0
10195,0
7252,0
51681,0
50792,1
15542,0
13161,0
51799,0
33684,1
34381,0
19559,0
13187,0
7744,0
490,0
27245,0
25454,0
35409,1
30462,0
35553,0
12190,0
54964,0
25253,0
43550,1
17566,0
8039,0
3453,0
37844,0
25064,1
35351,0
54915,0
19708,0
2998,0
30987,0
33412,0
32762,0
42049,0
47280,0
36131,0
30781,0
2526,0
5785,0
39106,0
50564,0
15412,0
26580,0
1385,0
4876,0
48102,0
36041,0
17416,0
18726,0
40325,0
47450,0
32800,0
17621,0
27815,0
5081,0
12048,0
12698,0
16367,0
19064,0
36169,0
24344,0
43305,0
37169,0
54485,0
31636,0
28056,1
1832,0
38403,0
53017,0
50028,1
2272,0
30751,0
48220,1
48922,0
51936,0
39978,0
15149,0
36473,0
26590,0
36435,0
54931,0
53271,0
21538,0
31809,1
28563,0
32075,1
7383,1
32148,0
2834,0
44689,0
30010,0
16875,0
18120,0
42125,0
54617,0
51319,0
26917,0
18827,0
46975,0
16987,1
31035,0
44909,1
38666,0
40602,0
18615,0
47892,0
5325,0
47906,0
28448,1
15009,0
51719,0
44643,0
44690,1
47212,0
12158,0
24532,0
3666,0
18694,1
36088,0
24595,0
7578,0
454,0
14987,0
22595,0
6779,1
35220,0
41135,0
528,0
42859,1
25858,0
44213,0
3448,0
44490,0
5529,0
31430,1
8442,0
28223,0
53577,0
54406,0
51291,0
3073,0
34865,1
30807,1
34027,0
1970,0
41199,0
18592,0
8787,0
41211,0
27959,0
7367,0
51202,0
35702,1
28349,0
10074,0
19323,0
23258,0
50799,0
47068,0
1089,1
29694,1
23038,0
88,0
47725,1
36012,0
6100,1
8158,0
52708,0
45069,0
39935,0
54041,1
26245,0
49732,0
30454,0
22061,0
34925,0
38826,1
30416,0
7478,0
53731,0
27995,0
132,0
23652,0
24533,0
45821,1
10250,0
13900,0
25023,0
1051,0
52524,0
23315,0
45138,0
35263,0
44430,0
33930,1
24018,0
857,0
46080,0
33474,0
54644,0
3016,0
3181,0
44819,0
6923,0
35812,0
3636,0
41410,0
16770,0
41817,1
41331,1
38811,0
18236,0
44065,1
39291,0
25527,0
27590,0
42543,0
5739,0
12519,0
31495,0
22255,0
16619,0
47987,1
1183,0
17005,0
37956,0
39440,0
28824,0
54448,0
35154,0
47922,0
35868,0
17659,0
51179,0
40293,0
25805,0
48917,0
40260,0
10408,0
11966,1
28891,0
14141,0
37338,0
7931,0
26357,0
2783,0
32665,1
27341,0
5652,0
36695,1
3429,0
37829,0
29512,0
24827,1
39101,0
18660,0
3251,0
41016,0
54160,1
33253,0
3362,0
1775,0
30334,0
30898,0
10285,0
7163,0
29880,0
10117,0
26532,1
35793,0
45496,0
52482,0
51188,0
33284,0
46804,0
1068,0
11375,0
9093,0
34673,0
51056,0
39345,0
29564,0
39511,0
22887,0
54913,0
52382,0
49872,0
2271,0
19446,0
44369,0
30030,0
54828,0
42392,0
40393,1
9843,0
39303,1
18911,0
38661,0
37332,0
21584,0
24319,1
54155,1
615,0
33507,0
49359,0
36129,1
8048,0
40877,0
17719,0
20148,0
21999,0
52302,0
13443,0
19029,0
49937,1
44015,0
7701,0
45942,0
36961,0
48966,1
48198,0
36200,1
49572,0
48867,0
48789,0
16659,0
12976,0
50363,0
37522,0
28355,0
54805,0
22769,0
21168,0
46576,0
53101,0
15714,0
38078,0
53832,1
27875,0
49229,0
27261,0
31586,0
48194,0
2921,1
35969,0
18347,0
53533,0
52408,0
52539,0
46838,0
31788,0
52272,0
8681,0
22406,0
32428,0
46924,0
22875,0
26500,0
42032,0
8555,0
44376,1
41129,0
35476,0
24188,0
34406,1
45521,1
36636,0
44419,1
24814,0
34845,0
44632,1
17383,1
17029,0
30254,0
18780,1
18916,1
38794,0
37523,0
17579,0
8258,0
34340,0
52373,0
38597,0
3573,0
14000,1
31569,0
12836,0
21081,0
23352,0
52496,0
19085,0
9210,0
27506,0
47708,0
22706,0
28973,0
19908,0
25477,0
1567,0
40876,0
696,0
12906,0
25845,0
16061,0
41367,0
11894,0
37561,1
19941,0
33490,0
35517,0
19634,0
21614,0
26186,0
50603,0
10374,0
52145,0
21349,0
46890,0
52570,0
33132,1
40373,0
2321,0
12208,0
29090,1
2760,1
843,0
2341,0
30089,0
1654,0
3792,0
26908,0
50467,0
8125,0
19940,0
300,0
24424,1
18253,1
115,0
4735,0
54794,0
35366,0
11184,0
36925,0
712,0
27883,0
19945,0
10386,0
26013,0
31839,0
30087,1
24769,0
46885,0
11822,0
19109,0
10769,0
4353,0
25658,0
10303,0
36273,0
10041,0
37419,1
24327,0
38593,0
11949,0
16594,1
12114,1
5054,0
42960,0
8538,1
30839,0
44882,1
51333,0
282,0
6610,1
39434,1
25027,0
48670,0
20405,0
1201,0
27899,0
48217,0
21849,0
3913,0
5711,0
24480,0
46426,0
32880,0
20604,0
28204,0
25402,0
30620,1
23570,0
38836,0
25177,0
3134,0
22168,0
11947,0
10921,0
38191,1
51581,0
12138,0
43779,1
14680,1
28564,0
38874,0
37921,0
30256,0
14542,0
15010,0
20677,0
42452,1
45520,0
39451,0
38072,1
9332,0
23456,0
16312,0
22164,0
43320,0
23489,0
44038,0
53451,1
35872,0
36850,0
37789,0
27654,0
1095,0
52871,0
856,0
23384,0
17084,1
7579,0
13532,1
27945,0
47804,0
703,0
49986,0
23706,0
30272,0
33565,0
42956,0
12867,1
32016,0
19727,0
21834,0
51231,0
10003,0
45913,0
323,1
14476,0
51280,0
13075,1
34670,0
8393,0
25186,0
30172,0
44728,0
4486,0
33649,1
364,0
53063,0
54156,0
18804,0
36892,0
35034,0
2662,1
14511,0
15113,0
53285,0
8525,0
45606,0
52814,0
6948,0
7009,1
54821,0
3637,0
49515,0
33362,0
16491,0
54953,0
44352,0
6789,0
33692,0
46815,0
7553,0
30174,1
27406,0
1960,0
10665,0
15139,0
670,0
35909,0
19358,0
28749,1
21305,0
51994,0
52191,0
45392,0
29307,1
21453,0
13925,1
37284,0
41922,0
5226,0
53449,0
37926,0
44886,0
18753,0
32976,0
33488,0
36765,0
54333,1
49428,0
44710,0
4518,0
46247,0
38740,1
8229,0
46123,0
8064,0
51655,0
52042,0
9714,1
48594,0
5654,0
13306,0
41455,0
16748,0
16524,0
777,0
20851,0
27218,0
22476,0
18317,1
55162,0
34440,0
822,1
847,1
49709,0
29978,0
21743,0
39447,0
45187,0
51472,0
54016,0
1842,0
13752,1
5790,0
33702,1
34416,1
21120,0
16130,1
50049,0
49241,0
28788,0
45879,0
5704,0
35900,1
11691,0
22469,0
27607,0
31886,0
19624,0
28986,1
31786,0
51848,0
51040,1
7496,0
43000,1
33946,0
47739,0
51341,0
14272,0
17716,0
8194,0
47659,0
37192,0
9446,0
29781,1
50732,0
13492,0
42167,0
12107,0
2005,1
30658,0
35902,0
20108,1
28181,0
13686,0
7797,0
45006,0
7389,0
15104,0
32426,0
44539,0
42469,0
5209,0
46360,1
26191,0
24528,1
36790,0
53166,0
17377,0
35827,0
52062,0
31134,0
37648,1
571,0
12989,0
14486,0
27855,0
49264,0
48263,0
7748,0
47152,1
36015,0
10650,1
20317,0
3921,1
48847,0
3883,0
46511,0
1120,0
16870,0
31633,1
17405,0
21206,1
15478,0
42080,0
15723,0
44626,0
44145,0
17315,0
43120,0
39559,0
45159,0
26698,0
6509,0
25413,0
51292,1
52796,0
37991,0
37880,0
10565,0
26007,1
50997,0
10810,0
41481,0
52804,1
51843,0
41804,1
3530,0
44013,1
7453,0
32159,0
15620,0
3283,0
19610,0
4922,0
41088,0
20135,1
6369,0
35461,1
28311,0
35331,0
34924,0
31866,0
51003,0
14896,0
15204,0
19461,0
1134,1
22589,0
11652,0
23803,0
37729,0
38163,0
52085,0
12321,0
29672,0
40033,1
18074,0
43729,0
28115,0
11324,0
41401,1
22058,0
46718,1
26841,0
43188,0
6354,1
52746,0
5603,0
18917,0
593,0
41096,1
30330,1
5650,0
43942,0
34687,0
19606,0
9707,0
15822,0
933,0
14015,1
29749,1
44253,0
1702,1
31707,1
21412,0
43671,0
7616,0
19736,0
14994,0
2284,0
48074,0
25286,0
13885,0
47911,0
34714,0
34972,1
20,0
12543,0
48159,0
24305,0
53938,0
45862,0
46823,1
35405,0
41913,0
5284,0
24139,0
39518,0
4243,0
3622,0
12766,0
43970,0
42826,0
8119,1
41981,0
36310,0
53197,0
20222,0
4386,0
1439,0
41743,0
4809,0
17557,1
40035,1
17185,1
34124,1
50763,0
43420,0
36714,0
52789,0
14702,0
23843,1
17744,0
18889,0
20459,0
49056,0
8826,0
48656,0
17863,0
54151,1
16239,0
14940,0
3159,0
16075,0
37376,0
12596,1
43080,0
32180,0
32090,0
8774,0
10929,0
39102,1
21395,0
13701,0
39729,0
43719,0
25810,0
6743,0
22846,1
7564,0
22947,0
50216,0
54941,0
11937,0
16569,0
38356,0
51997,0
25100,1
47723,0
15472,1
36151,0
26859,0
31356,0
42952,1
10394,0
12751,0
52673,0
43848,0
23628,0
13959,0
29101,0
49791,1
2945,0
16932,0
50122,0
37001,0
33851,0
54173,0
40437,0
47418,0
4554,0
34627,0
48962,1
14332,0
44603,0
48779,1
9661,0
15773,0
6382,0
27978,0
7582,0
36730,0
20359,0
48304,0
11267,1
22538,0
13050,1
7471,0
31502,0
31423,0
39426,0
28647,1
32253,0
4217,0
22463,0
24778,1
11631,0
18188,0
19623,0
10425,0
28274,0
46673,0
21285,0
25067,0
580,0
13961,0
17407,0
53931,0
39666,0
48668,0
17955,0
23777,0
35711,0
29586,1
26230,0
26775,0
12275,0
22942,0
43906,0
4625,0
32157,0
41454,0
43437,0
35406,0
30985,0
46753,0
43538,0
54371,1
112,1
53313,0
40241,0
7337,0
8348,0
21865,0
32339,0
35245,1
17442,0
54963,0
9638,0
38173,0
51811,0
42201,1
20488,0
6198,0
31421,0
931,1
40991,1
4179,0
37210,0
27746,0
45581,1
40355,1
21672,0
11946,0
481,0
5244,1
52517,0
39381,0
24269,1
21752,0
31922,0
40484,0
39607,1
45299,0
27371,1
5409,0
27436,0
45227,0
11826,1
4500,0
12854,0
10089,0
11555,1
5351,0
14812,0
34335,0
49520,0
24813,0
12860,0
23605,0
13428,0
7166,0
47724,0
38599,0
5776,1
20294,0
40250,1
52987,1
27885,0
11110,1
16975,0
2898,1
20320,0
24292,0
46776,1
14116,0
45602,0
3914,1
43794,1
38035,0
30300,0
42250,0
33544,0
3270,1
18784,0
7972,1
2853,1
12570,0
27932,0
27158,0
34194,0
41961,0
43790,0
47269,0
38484,0
24990,1
3004,0
30992,0
54693,0
18159,0
32939,1
20600,0
184,0
47752,0
42781,0
12121,0
27085,0
17700,0
8696,0
14931,0
32780,0
28612,0
8618,0
47464,0
38718,0
15814,0
42209,0
10713,0
53220,0
33472,0
10783,0
5531,0
16576,0
39350,1
22097,0
40199,0
37710,0
51316,0
4000,0
29389,0
14411,1
7142,0
43760,0
37758,0
12146,1
8636,0
54572,0
10314,0
29322,0
5279,0
47297,0
25931,0
42142,0
10391,0
39954,0
19568,0
832,0
17573,0
45923,0
14437,0
11788,1
17725,0
22747,0
14246,0
39641,0
34,0
25081,0
4787,0
21630,0
45361,1
15700,0
43633,0
20692,0
31218,0
32121,1
337,1
33807,0
47333,0
46036,0
38978,0
53284,0
28989,0
21587,0
19920,0
30593,0
35423,0
49020,0
47478,0
34740,0
43228,0
31539,0
40488,1
42777,0
255,1
34403,0
4202,0
15894,0
28422,0
19786,0
44150,0
38382,1
37110,0
32207,0
53880,0
7832,0
14921,0
36753,0
33674,0
33843,1
44719,1
18117,0
8182,0
21150,1
35312,1
32254,0
3025,1
38298,0
22882,0
53480,0
50343,1
41094,0
6234,0
43770,1
35990,0
42938,1
45057,0
901,0
15541,1
43743,0
27812,0
5649,0
32969,0
4860,0
20835,0
5973,0
42994,0
25333,0
27373,0
24451,0
29,0
54568,0
46029,0
566,0
37235,1
26676,0
54395,0
23096,0
21105,0
49198,0
44520,0
1436,0
49687,0
53170,0
20483,0
36467,0
29870,0
9844,0
12430,0
6956,0
10026,0
14417,0
5540,0
33604,0
13661,0
21419,0
6032,0
37252,0
23017,0
4286,1
48400,0
45418,0
52815,0
17229,0
18248,0
19787,0
44380,0
8080,0
32219,0
4339,0
38064,0
28769,0
53998,1
37943,0
31077,0
18842,0
4578,0
18143,0
46183,0
47880,0
42339,0
16972,0
30834,1
11585,0
471,0
48377,1
8472,0
31536,0
27031,0
27685,1
48079,0
26425,0
20652,0
7916,0
11589,0
21962,0
22258,0
17867,0
18774,0
46274,0
33714,0
53822,1
48584,0
15377,0
30038,1
8171,0
47092,0
21402,1
22477,0
7423,0
18440,1
39246,0
52109,0
38417,1
48986,0
5450,0
49317,0
5511,1
17890,0
2727,0
34927,0
11883,1
23247,0
43745,0
50479,1
49915,0
8815,0
30707,0
29153,0
1958,0
37313,0
29900,0
25726,0
37368,0
34400,0
48326,0
44521,0
30941,0
34169,0
50752,0
45468,0
42374,1
42682,1
3228,1
3322,0
3179,0
2393,0
6893,0
52013,0
704,0
8232,0
3219,0
43821,0
40704,0
38637,0
20844,0
27089,0
36687,0
2414,0
40459,1
37343,0
20432,0
7225,0
44311,0
15750,0
30477,0
18820,1
55095,0
46914,0
2682,0
21155,0
6985,0
54817,0
32170,0
49706,1
8243,0
31397,0
31796,0
47722,0
49789,0
16241,1
53633,0
21276,0
35455,0
53769,0
942,0
35424,0
7069,0
41359,0
46221,0
12202,1
1503,1
21038,0
39621,0
50988,1
32032,1
3157,0
37465,0
48561,0
28017,0
6286,0
36089,0
49204,0
23589,0
5602,0
20139,1
18730,0
8062,0
12384,0
23353,0
20364,0
18564,0
8447,0
52427,0
1687,0
42571,0
18712,0
4425,0
27174,0
21470,0
48014,0
1458,0
14305,0
10060,0
13618,0
45878,0
43283,0
15592,0
38293,0
43919,0
1407,0
37160,0
36865,0
727,0
13164,0
35429,0
15120,0
49608,0
1237,0
16359,0
54247,0
3427,0
35314,0
22109,0
5050,0
17333,0
4730,0
12063,0
13076,0
4058,0
49803,1
48905,1
1532,1
30771,0
24453,0
30027,0
2031,0
29496,0
16516,0
15845,0
33075,0
20353,1
45173,0
34993,0
55232,0
27258,0
36321,0
39887,0
50999,0
41336,0
53952,0
34343,0
40953,0
35864,0
48213,0
30213,0
6976,0
34654,0
13813,0
12578,1
17379,0
9774,0
33279,0
25632,0
42372,0
40956,0
10915,0
15003,0
46246,0
42449,0
24280,1
17463,0
24426,0
17194,0
45767,0
25096,0
21621,0
50772,0
15807,0
39323,0
28104,0
4177,0
36605,0
13784,1
38823,0
18332,0
19848,0
21263,0
25763,0
14737,0
51868,0
37124,0
19996,1
52415,0
29911,0
25834,0
4222,0
17298,0
55043,0
50593,0
20660,0
45558,0
38462,0
35650,0
5681,0
30132,0
12246,1
16749,0
1182,0
41627,0
44559,0
35152,0
19858,0
3655,0
53827,1
46383,0
19238,0
5089,0
28359,1
802,0
35626,1
27353,0
33443,0
3258,0
18453,0
7134,0
34935,0
27957,0
50251,0
38611,0
15986,1
48738,0
10952,0
25479,0
52532,0
33845,0
24619,1
29484,0
38015,0
9934,0
4951,0
4558,0
25981,0
30665,0
46827,0
22669,0
47455,0
3122,0
54477,0
8658,0
38200,0
31595,1
20389,1
17868,0
21935,0
31996,0
36252,0
15574,0
19167,0
43744,0
10144,0
2636,0
37524,0
53012,0
40750,1
27013,0
12901,0
25592,0
1749,0
37183,0
33897,0
14785,0
40735,1
25265,0
49873,0
19078,0
52334,0
14466,0
42627,1
26890,0
12055,1
31061,0
36866,0
15659,0
13716,0
8651,0
25403,0
12807,0
53187,1
51156,0
12078,0
50582,0
45660,0
50915,1
17441,0
48338,1
50643,0
32110,0
28444,0
28126,0
10615,0
34398,0
30117,0
38589,0
33094,0
53031,1
31578,0
6672,1
10643,0
46847,0
27962,0
34914,0
47588,0
31003,0
14300,0
37132,1
45453,1
17568,0
3965,0
43627,0
10390,1
23610,0
18204,0
50650,0
42350,0
25433,0
13361,1
24244,0
51373,0
49322,1
9704,1
37029,0
10645,0
44519,0
5358,0
8862,0
52478,0
41466,0
30339,0
19042,0
52485,0
33543,1
9964,0
28240,0
52291,1
35430,0
39794,0
26286,0
28035,0
10023,0
38449,0
46293,0
21436,0
48395,0
39116,0
37642,0
3451,0
20496,0
10536,0
7718,0
23812,1
21868,1
28243,0
54298,0
21115,0
15617,0
37537,0
50499,0
13405,0
17937,0
38934,0
29104,0
17936,0
42081,0
1676,0
45341,0
22495,0
43018,0
4242,1
18744,0
41886,0
13309,1
36179,0
12288,0
2874,0
22663,0
41760,0
50836,0
18680,0
33055,0
8600,0
23643,0
20539,0
18743,0
35030,0
33153,0
15077,0
32674,0
53054,0
54627,0
36479,0
48540,0
20919,0
49798,0
44318,0
9167,0
34254,1
34569,0
21709,0
19875,0
41395,0
52554,0
25331,0
25346,0
3149,1
9133,0
125,0
45740,0
28565,1
20082,0
42977,1
43458,0
47463,0
27551,0
12944,0
47884,0
41538,0
11214,0
12211,0
50615,0
20541,0
22133,0
28518,0
2377,0
27639,1
42459,0
45587,0
15809,1
28015,0
8126,0
3386,0
40881,0
29871,0
32155,0
30617,0
22001,0
26182,0
20643,0
43895,0
41704,0
29436,0
38333,0
29986,1
36062,0
28900,0
15878,0
54197,1
40955,0
54253,1
52550,0
44475,1
20289,0
10486,0
24131,0
39881,0
44476,1
23887,1
2706,0
11275,1
30319,0
24096,0
11071,0
20850,0
4824,1
14239,0
18048,0
30139,0
23689,0
30362,1
18984,0
46935,0
13766,1
51957,0
51535,0
39208,0
52607,0
9080,0
40678,0
5595,0
11061,1
27845,1
16772,0
2504,0
39776,0
38475,1
40179,1
18498,1
49026,0
50279,0
4416,0
20651,0
25681,0
19745,0
52799,0
39316,0
40216,0
13698,0
43908,0
2556,1
6052,0
1829,0
22592,0
15744,0
24264,0
25453,0
6117,0
40371,1
13294,1
50709,0
48767,0
28754,0
40218,0
22242,0
31594,0
46851,0
42587,1
46917,0
6536,0
37411,0
52225,0
2143,0
48163,0
3907,0
52585,0
8446,0
23217,0
12529,0
30075,1
9899,0
22522,0
15553,0
41415,1
27847,0
29132,0
30565,1
54770,0
5427,1
55268,0
9456,0
54851,0
5076,0
8599,0
16513,0
42557,0
13301,0
2269,0
9660,1
42896,0
26863,0
731,0
6242,0
52426,0
43409,0
25724,0
47542,1
40422,0
26564,0
24552,0
36050,1
36155,1
10999,0
9061,0
44967,0
47877,0
41960,0
4170,1
8939,0
6434,0
21364,0
16064,1
41154,0
19783,0
1688,0
38909,0
47534,0
55063,0
6222,0
14483,0
35390,0
27734,0
38499,0
16303,1
46003,0
23508,0
16889,0
44964,0
47316,0
42259,0
28358,0
10478,0
42603,0
33388,0
13362,0
52724,0
33725,0
8129,0
50828,0
54635,0
30024,0
44214,0
48838,1
6278,0
53965,0
9529,0
18708,0
23659,0
39871,1
19699,0
43922,0
53192,0
31862,0
9146,0
32388,0
52161,0
19055,0
10431,1
1455,0
47390,0
30406,0
39923,0
48490,0
53517,0
1034,0
4398,0
38397,0
47328,0
29754,0
48972,1
44815,0
28497,0
55239,0
20626,0
32435,0
39975,0
44091,0
9924,0
31643,0
51959,0
53548,0
37605,0
25280,0
44496,0
23639,1
12253,0
54424,0
15386,0
8060,0
20581,0
18349,0
54606,0
26314,0
23455,1
36241,0
47498,0
2575,0
55164,0
35299,1
24670,0
5478,0
52995,0
18579,0
14581,1
33471,0
18822,0
38753,0
19174,0
10337,0
8035,0
34630,1
48398,1
2810,0
4154,0
48973,1
42990,1
16684,0
22143,0
10359,0
14025,0
11565,0
4976,1
3038,0
47154,0
47407,0
16703,0
17141,0
23579,0
8511,0
11122,0
5835,0
41358,0
1966,0
32827,0
48984,0
46689,0
34355,0
11811,0
55037,1
36706,1
43257,0
47311,0
27203,0
8224,1
12606,0
43415,0
37847,0
13333,0
36493,0
36831,0
15236,0
15325,0
15871,1
37711,0
42554,0
19863,0
27523,0
10058,0
44921,1
46362,1
3437,1
14257,0
16507,0
41290,0
5056,0
49621,0
28567,0
33592,0
34736,0
10090,0
38709,0
31794,0
42257,0
44558,0
13464,0
21888,0
34023,0
11168,0
51920,0
5606,0
16206,0
14152,0
47116,0
22230,0
3584,0
17653,0
18563,0
3316,0
26189,1
13034,0
4906,0
15736,0
40984,0
34253,0
41153,0
53663,0
46907,0
50077,0
33774,0
40718,0
2214,0
2259,1
25899,0
16882,0
46646,0
10634,1
6927,0
49748,0
40504,0
38337,0
49768,0
34681,0
1367,0
10388,0
54556,1
1650,0
41383,0
33396,1
15962,1
45726,0
40857,0
16070,1
39182,0
32850,0
26347,0
1427,0
52747,0
43976,0
14087,0
27168,0
21472,0
4207,0
7343,0
32592,0
32335,1
24939,1
48376,0
33715,0
43444,0
33256,0
9214,0
42315,0
50851,0
11354,1
29082,0
4683,0
38925,0
24294,0
45132,0
17485,0
1353,0
37906,0
29723,0
30846,0
47386,0
37085,0
48375,0
19245,0
40818,0
2406,0
52251,0
24839,0
37717,0
2788,0
15982,0
39188,0
40173,0
39049,0
22843,0
9163,0
51690,0
15699,0
32801,0
48949,1
1930,1
6056,0
49634,0
20156,0
43492,0
24016,0
1048,1
800,0
1442,1
52930,0
32423,0
52981,0
40123,0
9895,0
23183,0
7238,1
20683,0
13284,0
42290,0
49144,0
25897,1
28639,0
35433,1
9375,0
46060,0
29453,0
40196,0
21101,1
46565,0
38566,0
11232,0
1239,0
38769,0
42282,0
3348,0
53711,0
52946,0
43430,0
42814,0
17551,0
38137,0
50294,0
1887,0
38569,0
45214,0
40889,0
10887,0
38058,0
49340,0
47996,0
21677,0
22709,0
31417,0
8955,0
21941,0
28691,0
33448,0
20470,0
705,0
22500,1
55195,1
10578,0
52715,0
52886,0
48735,1
33916,0
2292,0
1750,1
32297,0
18719,0
15513,0
40125,0
33369,0
19399,0
42607,0
51731,0
39167,0
24448,0
425,0
28932,0
48087,1
35845,0
27848,0
54729,0
52059,0
39318,0
5264,0
9960,1
6442,0
27766,0
21713,0
26658,0
18478,0
5388,0
41416,0
22555,1
53982,0
53993,0
21874,0
40319,0
34445,1
39919,0
52892,1
17143,0
41835,0
22890,0
54380,0
788,0
35150,0
39633,0
19587,0
21249,0
39136,0
22937,0
53307,0
21478,0
34611,0
1756,0
28135,0
45037,0
11461,0
14869,0
42141,0
45566,1
45995,1
24354,1
657,0
36927,0
186,0
6292,0
32941,0
4926,0
11463,0
21969,0
15764,0
9693,0
47047,0
8832,0
41956,0
35773,0
40659,0
18789,0
47622,0
38852,0
10428,0
31515,0
51343,0
36775,0
53374,0
18939,1
5004,0
14534,0
9716,1
6273,0
9501,0
45808,0
5110,1
9631,0
16370,0
12028,0
24745,0
23516,0
7380,0
46503,0
37747,0
13545,0
9159,0
22451,0
53556,0
35756,0
14298,0
36876,0
37145,0
223,1
773,0
1074,0
31800,0
39505,0
18769,1
221,0
53060,0
3400,0
14891,0
48721,0
14012,0
14494,0
32327,0
5437,0
45759,0
48992,0
12303,1
34559,0
5507,0
47021,0
2719,1
38237,1
37676,0
9176,0
25409,1
46208,0
15020,0
43429,0
38813,1
25339,0
53969,0
4997,0
24472,0
3540,0
30876,0
19390,0
5684,0
38031,0
23431,0
54806,1
13902,0
36203,0
37703,1
51088,0
33833,1
14946,0
52563,0
12186,1
41045,0
42606,0
13342,1
10763,0
10745,1
22359,1
8668,0
8834,0
43877,0
18451,0
54486,0
37483,0
53431,0
7443,0
47971,0
27794,0
12367,0
30234,0
29354,0
53124,0
39553,0
27135,0
32469,0
52008,0
27965,0
52410,0
6101,0
546,0
28091,0
161,0
15368,0
23474,0
1030,0
3844,0
21837,0
12567,0
10549,0
6558,0
52246,0
30451,1
32919,0
47610,0
10098,1
4936,0
47533,0
35520,0
4886,0
9643,0
41161,0
43332,0
47557,0
35319,0
10839,0
7588,0
18945,0
35022,0
14575,0
26158,0
34646,1
3369,0
